CoC,Count,"Overall Homeless - Under 18, 2014","Overall Homeless - Age 18 to 24, 2014","Overall Homeless - Over 24, 2014","Sheltered ES Homeless, 2014","Sheltered ES Homeless - Under 18, 2014","Sheltered ES Homeless - Age 18 to 24, 2014","Sheltered ES Homeless - Over 24, 2014","Sheltered TH Homeless, 2014","Sheltered TH Homeless - Under 18, 2014","Sheltered TH Homeless - Age 18 to 24, 2014","Sheltered TH Homeless - Over 24, 2014","Sheltered SH Homeless, 2014","Sheltered SH Homeless - Age 18 to 24, 2014","Sheltered SH Homeless - Over 24, 2014","Sheltered Total Homeless, 2014","Sheltered Total Homeless - Under 18, 2014","Sheltered Total Homeless - Age 18 to 24, 2014","Sheltered Total Homeless - Over 24, 2014","Unsheltered Homeless, 2014","Unsheltered Homeless - Under 18, 2014","Unsheltered Homeless - Age 18 to 24, 2014","Unsheltered Homeless - Over 24, 2014","Overall Homeless Individuals, 2014","Overall Homeless Individuals - Under 18, 2014","Overall Homeless Individuals - Age 18 to 24, 2014","Overall Homeless Individuals - Over 24, 2014","Sheltered ES Homeless Individuals, 2014","Sheltered ES Homeless Individuals - Under 18, 2014","Sheltered ES Homeless Individuals - Age 18 to 24, 2014","Sheltered ES Homeless Individuals - Over 24, 2014","Sheltered TH Homeless Individuals, 2014","Sheltered TH Homeless Individuals - Under 18, 2014","Sheltered TH Homeless Individuals - Age 18 to 24, 2014","Sheltered TH Homeless Individuals - Over 24, 2014","Sheltered SH Homeless Individuals, 2014","Sheltered SH Homeless Individuals - Age 18 to 24, 2014","Sheltered SH Homeless Individuals - Over 24, 2014","Sheltered Total Homeless Individuals, 2014","Sheltered Total Homeless Individuals - Under 18, 2014","Sheltered Total Homeless Individuals - Age 18 to 24, 2014","Sheltered Total Homeless Individuals - Over 24, 2014","Unsheltered Homeless Individuals, 2014","Unsheltered Homeless Individuals - Under 18, 2014","Unsheltered Homeless Individuals - Age 18 to 24, 2014","Unsheltered Homeless Individuals - Over 24, 2014","Overall Homeless People in Families, 2014","Overall Homeless People in Families - Under 18, 2014","Overall Homeless People in Families - Age 18 to 24, 2014","Overall Homeless People in Families - Over 24, 2014","Sheltered ES Homeless People in Families, 2014","Sheltered ES Homeless People in Families - Under 18, 2014","Sheltered ES Homeless People in Families - Age 18 to 24, 2014","Sheltered ES Homeless People in Families - Over 24, 2014","Sheltered TH Homeless People in Families, 2014","Sheltered TH Homeless People in Families - Under 18, 2014","Sheltered TH Homeless People in Families - Age 18 to 24, 2014","Sheltered TH Homeless People in Families - Over 24, 2014","Sheltered Total Homeless People in Families, 2014","Sheltered Total Homeless People in Families - Under 18, 2014","Sheltered Total Homeless People in Families - Age 18 to 24, 2014","Sheltered Total Homeless People in Families - Over 24, 2014","Unsheltered Homeless People in Families, 2014","Unsheltered Homeless People in Families - Under 18, 2014","Unsheltered Homeless People in Families - Age 18 to 24, 2014","Unsheltered Homeless People in Families - Over 24, 2014","Overall Homeless Family Households, 2014","Sheltered ES Homeless Family Households, 2014","Sheltered TH Homeless Family Households, 2014","Sheltered Total Homeless Family Households, 2014","Unsheltered Homeless Family Households, 2014","Overall Chronically Homeless, 2014","Sheltered ES Chronically Homeless, 2014","Sheltered SH Chronically Homeless, 2014","Sheltered Total Chronically Homeless, 2014","Unsheltered Chronically Homeless, 2014","Overall Chronically Homeless Individuals, 2014","Sheltered ES Chronically Homeless Individuals, 2014","Sheltered SH Chronically Homeless Individuals, 2014","Sheltered Total Chronically Homeless Individuals, 2014","Unsheltered Chronically Homeless Individuals, 2014","Overall Chronically Homeless People in Families, 2014","Sheltered ES Chronically Homeless People in Families, 2014","Sheltered Total Chronically Homeless People in Families, 2014","Unsheltered Chronically Homeless People in Families, 2014","Overall Homeless Veterans, 2014","Overall Homeless Veterans - Female, 2014","Sheltered Total Homeless Veterans, 2014","Sheltered Total Homeless Veterans - Female, 2014","Unsheltered Homeless Veterans, 2014","Unsheltered Homeless Veterans - Female, 2014"
NC-506,321,40,27,254,163,18,18,127,71,18,2,51,0,0,0,234,36,20,178,87,4,7,76,262,4,20,238,137,4,14,119,44,0,0,44,0,0,0,181,4,14,163,81,0,6,75,59,36,7,16,26,14,4,8,27,18,2,7,53,32,6,15,6,4,1,1,21,10,9,19,2,64,13,0,13,51,64,13,0,13,51,0,0,0,0,48,4,31,3,17,1
NC-507,1170,228,90,852,718,112,57,549,328,100,27,201,0,0,0,"1,046",212,84,750,124,16,6,102,819,3,71,745,555,3,52,500,164,0,13,151,0,0,0,719,3,65,651,100,0,6,94,351,225,19,107,163,109,5,49,164,100,14,50,327,209,19,99,24,16,0,8,112,47,57,104,8,98,84,0,84,14,68,56,0,56,12,30,28,28,2,110,2,101,2,9,0
NC-509,423,67,38,318,183,41,20,122,49,5,8,36,0,0,0,232,46,28,158,191,21,10,160,311,7,26,278,113,7,11,95,39,0,6,33,0,0,0,152,7,17,128,159,0,9,150,112,60,12,40,70,34,9,27,10,5,2,3,80,39,11,30,32,21,1,10,40,26,5,31,9,94,41,0,41,53,90,37,0,37,53,4,4,4,0,69,13,51,13,18,0
NC-511,653,178,73,402,104,10,22,72,164,75,18,71,0,0,0,268,85,40,143,385,93,33,259,397,1,60,336,89,0,22,67,49,0,5,44,0,0,0,138,0,27,111,259,1,33,225,256,177,13,66,15,10,0,5,115,75,13,27,130,85,13,32,126,92,0,34,70,5,34,39,31,127,20,0,20,107,101,20,0,20,81,26,0,0,26,66,9,34,7,32,2
NC-513,108,17,3,88,73,0,2,71,26,17,0,9,0,0,0,99,17,2,80,9,0,1,8,82,0,3,79,73,0,2,71,0,0,0,0,0,0,0,73,0,2,71,9,0,1,8,26,17,0,9,0,0,0,0,26,17,0,9,26,17,0,9,0,0,0,0,9,0,9,9,0,23,16,0,16,7,23,16,0,16,7,0,0,0,0,13,1,11,1,2,0
NC-516,854,352,211,291,92,19,15,58,28,7,3,18,0,0,0,120,26,18,76,734,326,193,215,262,0,114,148,61,0,11,50,13,0,0,13,0,0,0,74,0,11,63,188,0,103,85,592,352,97,143,31,19,4,8,15,7,3,5,46,26,7,13,546,326,90,130,194,12,6,18,176,34,6,0,6,28,30,6,0,6,24,4,0,0,4,17,3,1,0,16,3
ND-500,1258,217,129,912,639,128,66,445,155,41,26,88,0,0,0,794,169,92,533,464,48,37,379,886,3,99,784,439,0,42,397,87,3,23,61,0,0,0,526,3,65,458,360,0,34,326,372,214,30,128,200,128,24,48,68,38,3,27,268,166,27,75,104,48,3,53,120,63,25,88,32,115,101,0,101,14,111,97,0,97,14,4,4,4,0,151,13,117,13,34,0
NE-500,560,192,70,298,203,63,26,114,320,127,43,150,0,0,0,523,190,69,264,37,2,1,34,269,12,45,212,118,12,17,89,118,0,27,91,0,0,0,236,12,44,180,33,0,1,32,291,180,25,86,85,51,9,25,202,127,16,59,287,178,25,84,4,2,0,2,90,28,61,89,1,73,62,0,62,11,62,51,0,51,11,11,11,11,0,27,3,18,3,9,0
NE-501,1630,345,145,"1,140","1,041",174,91,776,563,159,53,351,0,0,0,"1,604",333,144,"1,127",26,12,1,13,"1,113",18,109,986,778,6,71,701,309,0,37,272,0,0,0,"1,087",6,108,973,26,12,1,13,517,327,36,154,263,168,20,75,254,159,16,79,517,327,36,154,0,0,0,0,158,79,79,158,0,247,242,0,242,5,208,203,0,203,5,39,39,39,0,133,2,131,2,2,0
NE-502,836,228,96,512,340,77,30,233,450,151,64,235,0,0,0,790,228,94,468,46,0,2,44,511,12,64,435,240,9,24,207,225,3,38,184,0,0,0,465,12,62,391,46,0,2,44,325,216,32,77,100,68,6,26,225,148,26,51,325,216,32,77,0,0,0,0,99,29,70,99,0,106,93,0,93,13,95,82,0,82,13,11,11,11,0,81,6,75,6,6,0
NH-500,689,183,72,434,459,108,34,317,168,68,31,69,0,0,0,627,176,65,386,62,7,7,48,361,1,45,315,263,0,20,243,50,0,19,31,0,0,0,313,0,39,274,48,1,6,41,328,182,27,119,196,108,14,74,118,68,12,38,314,176,26,112,14,6,1,7,116,70,40,110,6,187,161,0,161,26,155,131,0,131,24,32,30,30,2,40,6,37,6,3,0
NH-501,407,91,37,279,146,18,9,119,198,73,25,100,4,0,4,348,91,34,223,59,0,3,56,249,0,24,225,114,0,9,105,72,0,12,60,4,0,4,190,0,21,169,59,0,3,56,158,91,13,54,32,18,0,14,126,73,13,40,158,91,13,54,0,0,0,0,63,12,51,63,0,71,48,4,52,19,71,48,4,52,19,0,0,0,0,54,6,49,6,5,0
NH-502,280,55,30,195,105,10,13,82,160,45,14,101,3,0,3,268,55,27,186,12,0,3,9,185,0,24,161,87,0,12,75,83,0,9,74,3,0,3,173,0,21,152,12,0,3,9,95,55,6,34,18,10,1,7,77,45,5,27,95,55,6,34,0,0,0,0,34,6,28,34,0,80,70,3,73,7,75,65,3,68,7,5,5,5,0,77,5,76,5,1,0
NJ-500,544,33,61,450,469,32,59,378,7,1,1,5,0,0,0,476,33,60,383,68,0,1,67,494,3,55,436,421,3,54,364,5,0,0,5,0,0,0,426,3,54,369,68,0,1,67,50,30,6,14,48,29,5,14,2,1,1,0,50,30,6,14,0,0,0,0,19,18,1,19,0,141,111,0,111,30,138,108,0,108,30,3,3,3,0,41,1,36,1,5,0
NJ-501,371,99,44,228,162,34,14,114,176,64,29,83,0,0,0,338,98,43,197,33,1,1,31,218,8,25,185,117,5,11,101,70,3,13,54,0,0,0,187,8,24,155,31,0,1,30,153,91,19,43,45,29,3,13,106,61,16,29,151,90,19,42,2,1,0,1,54,16,37,53,1,35,25,0,25,10,32,22,0,22,10,3,3,3,0,18,0,16,0,2,0
NJ-502,1020,310,109,601,984,305,107,572,15,4,1,10,0,0,0,999,309,108,582,21,1,1,19,520,1,68,451,493,1,66,426,8,0,1,7,0,0,0,501,1,67,433,19,0,1,18,500,309,41,150,491,304,41,146,7,4,0,3,498,308,41,149,2,1,0,1,148,145,2,147,1,157,157,0,157,0,103,103,0,103,0,54,54,54,0,18,3,18,3,0,0
NJ-503,1695,451,190,"1,054","1,306",398,156,752,256,49,25,182,31,3,28,"1,593",447,184,962,102,4,6,92,972,7,113,852,654,3,85,566,189,3,19,167,31,3,28,874,6,107,761,98,1,6,91,723,444,77,202,652,395,71,186,67,46,6,15,719,441,77,201,4,3,0,1,245,224,20,244,1,158,113,0,113,45,140,95,0,95,45,18,18,18,0,138,5,127,3,11,2
NJ-504,1483,349,216,918,879,163,126,590,375,186,82,107,6,0,6,"1,260",349,208,703,223,0,8,215,923,16,137,770,620,6,96,518,74,10,33,31,6,0,6,700,16,129,555,223,0,8,215,560,333,79,148,259,157,30,72,301,176,49,76,560,333,79,148,0,0,0,0,199,93,106,199,0,174,74,2,76,98,174,74,2,76,98,0,0,0,0,54,18,35,16,19,2
NJ-506,821,169,71,581,488,110,47,331,167,58,15,94,0,0,0,655,168,62,425,166,1,9,156,535,0,26,509,304,0,15,289,67,0,2,65,0,0,0,371,0,17,354,164,0,9,155,286,169,45,72,184,110,32,42,100,58,13,29,284,168,45,71,2,1,0,1,105,63,41,104,1,156,60,0,60,96,149,55,0,55,94,7,5,5,2,35,2,20,0,15,2
NJ-507,802,255,64,483,532,199,48,285,168,54,13,101,0,0,0,700,253,61,386,102,2,3,97,394,0,27,367,215,0,21,194,81,0,3,78,0,0,0,296,0,24,272,98,0,3,95,408,255,37,116,317,199,27,91,87,54,10,23,404,253,37,114,4,2,0,2,124,94,29,123,1,105,80,0,80,25,56,31,0,31,25,49,49,49,0,32,2,23,2,9,0
NJ-508,588,239,60,289,392,151,34,207,184,88,26,70,0,0,0,576,239,60,277,12,0,0,12,209,14,15,180,165,14,9,142,32,0,6,26,0,0,0,197,14,15,168,12,0,0,12,379,225,45,109,227,137,25,65,152,88,20,44,379,225,45,109,0,0,0,0,126,75,51,126,0,80,77,0,77,3,48,45,0,45,3,32,32,32,0,12,1,10,1,2,0
NJ-509,389,82,38,269,203,40,17,146,138,42,16,80,18,1,17,359,82,34,243,30,0,4,26,263,2,32,229,140,2,14,124,75,0,13,62,18,1,17,233,2,28,203,30,0,4,26,126,80,6,40,63,38,3,22,63,42,3,18,126,80,6,40,0,0,0,0,44,23,21,44,0,57,30,9,39,18,57,30,9,39,18,0,0,0,0,14,1,12,1,2,0
NJ-510,627,182,63,382,523,162,53,308,46,20,8,18,0,0,0,569,182,61,326,58,0,2,56,334,10,35,289,256,5,25,226,20,5,8,7,0,0,0,276,10,33,233,58,0,2,56,293,172,28,93,267,157,28,82,26,15,0,11,293,172,28,93,0,0,0,0,97,86,11,97,0,120,96,0,96,24,85,61,0,61,24,35,35,35,0,6,0,5,0,1,0
NJ-511,376,122,30,224,304,86,22,196,68,36,8,24,0,0,0,372,122,30,220,4,0,0,4,187,1,16,170,173,1,11,161,10,0,5,5,0,0,0,183,1,16,166,4,0,0,4,189,121,14,54,131,85,11,35,58,36,3,19,189,121,14,54,0,0,0,0,65,43,22,65,0,17,15,0,15,2,17,15,0,15,2,0,0,0,0,6,0,5,0,1,0
NJ-512,42,24,2,16,20,16,1,3,18,8,1,9,0,0,0,38,24,2,12,4,0,0,4,21,9,1,11,11,9,1,1,6,0,0,6,0,0,0,17,9,1,7,4,0,0,4,21,15,1,5,9,7,0,2,12,8,1,3,21,15,1,5,0,0,0,0,5,2,3,5,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,2,1,1,0,1,1
NJ-513,323,66,40,217,167,58,16,93,143,7,22,114,0,0,0,310,65,38,207,13,1,2,10,221,7,26,188,75,4,4,67,137,3,21,113,0,0,0,212,7,25,180,9,0,1,8,102,59,14,29,92,54,12,26,6,4,1,1,98,58,13,27,4,1,1,2,34,31,2,33,1,14,13,0,13,1,14,13,0,13,1,0,0,0,0,141,7,139,7,2,0
NJ-514,632,120,68,444,393,97,41,255,201,19,27,155,0,0,0,594,116,68,410,38,4,0,34,431,0,30,401,230,0,9,221,168,0,21,147,0,0,0,398,0,30,368,33,0,0,33,201,120,38,43,163,97,32,34,33,19,6,8,196,116,38,42,5,4,0,1,71,57,13,70,1,64,48,0,48,16,62,46,0,46,16,2,2,2,0,38,2,34,2,4,0
NJ-515,1679,741,115,823,665,222,67,376,966,518,46,402,0,0,0,"1,631",740,113,778,48,1,2,45,517,10,32,475,302,8,23,271,169,2,8,159,0,0,0,471,10,31,430,46,0,1,45,"1,162",731,83,348,363,214,44,105,797,516,38,243,"1,160",730,82,348,2,1,1,0,353,114,238,352,1,82,61,0,61,21,44,23,0,23,21,38,38,38,0,13,1,11,1,2,0
NJ-516,279,45,27,207,205,33,19,153,61,11,7,43,0,0,0,266,44,26,196,13,1,1,11,207,1,20,186,149,0,13,136,45,0,6,39,0,0,0,194,0,19,175,13,1,1,11,72,44,7,21,56,33,6,17,16,11,1,4,72,44,7,21,0,0,0,0,27,22,5,27,0,38,35,0,35,3,30,27,0,27,3,8,8,8,0,62,4,62,4,0,0
NM-500,1254,274,67,913,614,93,18,503,496,180,34,282,0,0,0,"1,110",273,52,785,144,1,15,128,868,22,51,795,501,20,12,469,225,2,24,199,0,0,0,726,22,36,668,142,0,15,127,386,252,16,118,113,73,6,34,271,178,10,83,384,251,16,117,2,1,0,1,124,39,84,123,1,200,133,0,133,67,181,116,0,116,65,19,17,17,2,249,22,224,19,25,3
NM-501,1492,476,176,840,795,197,68,530,413,236,44,133,0,0,0,"1,208",433,112,663,284,43,64,177,936,129,122,685,589,69,56,464,114,40,19,55,0,0,0,703,109,75,519,233,20,47,166,556,347,54,155,206,128,12,66,299,196,25,78,505,324,37,144,51,23,17,11,182,84,80,164,18,509,357,0,357,152,436,342,0,342,94,73,15,15,58,69,6,34,0,35,6
NV-500,7443,"1,447","1,121","4,875","3,145",568,237,"2,340",794,137,105,552,10,0,10,"3,949",705,342,"2,902","3,494",742,779,"1,973","6,352",767,"1,043","4,542","2,258",14,185,"2,059",590,11,79,500,10,0,10,"2,858",25,264,"2,569","3,494",742,779,"1,973","1,091",680,78,333,887,554,52,281,204,126,26,52,"1,091",680,78,333,0,0,0,0,355,281,74,355,0,460,35,3,38,422,458,33,3,36,422,2,2,2,0,897,130,433,21,464,109
NV-501,769,54,65,650,349,46,14,289,323,8,37,278,0,0,0,672,54,51,567,97,0,14,83,700,13,56,631,289,10,8,271,314,3,34,277,0,0,0,603,13,42,548,97,0,14,83,69,41,9,19,60,36,6,18,9,5,3,1,69,41,9,19,0,0,0,0,24,20,4,24,0,124,55,0,55,69,124,55,0,55,69,0,0,0,0,119,3,104,3,15,0
NV-502,370,41,20,309,88,13,3,72,88,26,4,58,0,0,0,176,39,7,130,194,2,13,179,304,2,18,284,65,0,3,62,45,0,2,43,0,0,0,110,0,5,105,194,2,13,179,66,39,2,25,23,13,0,10,43,26,2,15,66,39,2,25,0,0,0,0,18,9,9,18,0,121,11,0,11,110,115,5,0,5,110,6,6,6,0,20,0,9,0,11,0
NY-500,838,220,196,422,515,128,130,257,258,87,56,115,14,0,14,787,215,186,386,51,5,10,36,494,18,138,338,308,10,98,200,126,7,30,89,14,0,14,448,17,128,303,46,1,10,35,344,202,58,84,207,118,32,57,132,80,26,26,339,198,58,83,5,4,0,1,132,78,53,131,1,31,18,13,31,0,28,15,13,28,0,3,3,3,0,51,2,47,2,4,0
NY-501,512,81,92,339,74,17,13,44,291,50,52,189,0,0,0,365,67,65,233,147,14,27,106,378,2,80,296,38,0,10,28,214,1,49,164,0,0,0,252,1,59,192,126,1,21,104,134,79,12,43,36,17,3,16,77,49,3,25,113,66,6,41,21,13,6,2,48,13,27,40,8,65,20,0,20,45,36,12,0,12,24,29,8,8,21,100,27,35,13,65,14
NY-503,650,129,43,478,470,87,17,366,151,42,26,83,0,0,0,621,129,43,449,29,0,0,29,439,9,26,404,324,5,8,311,86,4,18,64,0,0,0,410,9,26,375,29,0,0,29,211,120,17,74,146,82,9,55,65,38,8,19,211,120,17,74,0,0,0,0,90,59,31,90,0,81,59,0,59,22,81,59,0,59,22,0,0,0,0,48,0,43,0,5,0
NY-504,33,13,5,15,16,4,2,10,15,9,3,3,0,0,0,31,13,5,13,2,0,0,2,12,0,2,10,10,0,2,8,0,0,0,0,0,0,0,10,0,2,8,2,0,0,2,21,13,3,5,6,4,0,2,15,9,3,3,21,13,3,5,0,0,0,0,7,2,5,7,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NY-505,1024,172,122,730,601,93,57,451,407,79,61,267,0,0,0,"1,008",172,118,718,16,0,4,12,773,20,78,675,461,4,37,420,296,16,37,243,0,0,0,757,20,74,663,16,0,4,12,251,152,44,55,140,89,20,31,111,63,24,24,251,152,44,55,0,0,0,0,93,47,46,93,0,90,84,0,84,6,88,82,0,82,6,2,2,2,0,67,6,66,6,1,0
NY-507,243,64,39,140,185,54,30,101,34,10,5,19,0,0,0,219,64,35,120,24,0,4,20,138,4,16,118,102,4,12,86,12,0,0,12,0,0,0,114,4,12,98,24,0,4,20,105,60,23,22,83,50,18,15,22,10,5,7,105,60,23,22,0,0,0,0,32,23,9,32,0,26,14,0,14,12,26,14,0,14,12,0,0,0,0,17,1,16,1,1,0
NY-508,1088,277,111,700,547,119,44,384,459,158,62,239,15,0,15,"1,021",277,106,638,67,0,5,62,692,24,64,604,388,16,29,343,222,8,30,184,15,0,15,625,24,59,542,67,0,5,62,396,253,47,96,159,103,15,41,237,150,32,55,396,253,47,96,0,0,0,0,128,48,80,128,0,98,44,8,52,46,84,30,8,38,46,14,14,14,0,108,5,97,5,11,0
NY-510,47,16,11,20,19,8,2,9,16,7,7,2,0,0,0,35,15,9,11,12,1,2,9,23,2,6,15,7,0,1,6,4,1,3,0,0,0,0,11,1,4,6,12,1,2,9,24,14,5,5,12,8,1,3,12,6,4,2,24,14,5,5,0,0,0,0,10,4,6,10,0,5,1,0,1,4,5,1,0,1,4,0,0,0,0,1,0,1,0,0,0
NY-511,309,35,78,196,129,24,31,74,141,3,32,106,0,0,0,270,27,63,180,39,8,15,16,251,0,68,183,92,0,27,65,135,0,29,106,0,0,0,227,0,56,171,24,0,12,12,58,35,10,13,37,24,4,9,6,3,3,0,43,27,7,9,15,8,3,4,19,12,3,15,4,24,15,0,15,9,13,9,0,9,4,11,6,6,5,8,3,8,3,0,0
NY-512,216,85,20,111,127,67,11,49,37,18,1,18,0,0,0,164,85,12,67,52,0,8,44,102,0,14,88,46,0,6,40,4,0,0,4,0,0,0,50,0,6,44,52,0,8,44,114,85,6,23,81,67,5,9,33,18,1,14,114,85,6,23,0,0,0,0,44,28,16,44,0,47,18,0,18,29,38,9,0,9,29,9,9,9,0,10,0,6,0,4,0
NY-513,92,9,10,73,47,9,10,28,33,0,0,33,12,0,12,92,9,10,73,0,0,0,0,79,1,9,69,34,1,9,24,33,0,0,33,12,0,12,79,1,9,69,0,0,0,0,13,8,1,4,13,8,1,4,0,0,0,0,13,8,1,4,0,0,0,0,4,4,0,4,0,34,22,12,34,0,27,15,12,27,0,7,7,7,0,28,1,28,1,0,0
NY-514,53,20,7,26,34,17,2,15,17,3,5,9,0,0,0,51,20,7,24,2,0,0,2,26,5,4,17,13,3,0,10,11,2,4,5,0,0,0,24,5,4,15,2,0,0,2,27,15,3,9,21,14,2,5,6,1,1,4,27,15,3,9,0,0,0,0,10,9,1,10,0,11,9,0,9,2,11,9,0,9,2,0,0,0,0,4,0,4,0,0,0
NY-516,133,24,15,94,131,24,15,92,0,0,0,0,0,0,0,131,24,15,92,2,0,0,2,85,0,11,74,83,0,11,72,0,0,0,0,0,0,0,83,0,11,72,2,0,0,2,48,24,4,20,48,24,4,20,0,0,0,0,48,24,4,20,0,0,0,0,17,17,0,17,0,12,10,0,10,2,12,10,0,10,2,0,0,0,0,6,0,6,0,0,0
NY-518,159,37,31,91,86,13,12,61,56,24,18,14,0,0,0,142,37,30,75,17,0,1,16,101,3,19,79,65,0,9,56,19,3,9,7,0,0,0,84,3,18,63,17,0,1,16,58,34,12,12,21,13,3,5,37,21,9,7,58,34,12,12,0,0,0,0,24,8,16,24,0,32,26,0,26,6,32,26,0,26,6,0,0,0,0,2,0,1,0,1,0
NY-519,128,40,19,69,122,37,18,67,5,3,1,1,0,0,0,127,40,19,68,1,0,0,1,57,0,8,49,56,0,8,48,0,0,0,0,0,0,0,56,0,8,48,1,0,0,1,71,40,11,20,66,37,10,19,5,3,1,1,71,40,11,20,0,0,0,0,20,19,1,20,0,16,15,0,15,1,8,7,0,7,1,8,8,8,0,2,1,1,1,1,0
NY-520,78,20,27,31,62,19,20,23,11,0,4,7,0,0,0,73,19,24,30,5,1,3,1,47,0,22,25,33,0,16,17,11,0,4,7,0,0,0,44,0,20,24,3,0,2,1,31,20,5,6,29,19,4,6,0,0,0,0,29,19,4,6,2,1,1,0,10,9,0,9,1,6,3,0,3,3,6,3,0,3,3,0,0,0,0,5,0,2,0,3,0
NY-522,149,34,46,69,21,6,5,10,118,26,37,55,7,3,4,146,32,45,69,3,2,1,0,68,5,23,40,12,1,4,7,49,4,16,29,7,3,4,68,5,23,40,0,0,0,0,81,29,23,29,9,5,1,3,69,22,21,26,78,27,22,29,3,2,1,0,20,4,15,19,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
NY-523,262,53,29,180,202,39,22,141,53,14,6,33,0,0,0,255,53,28,174,7,0,1,6,171,2,15,154,141,2,14,125,23,0,0,23,0,0,0,164,2,14,148,7,0,1,6,91,51,14,26,61,37,8,16,30,14,6,10,91,51,14,26,0,0,0,0,32,21,11,32,0,37,37,0,37,0,37,37,0,37,0,0,0,0,0,42,7,40,7,2,0
NY-600,67810,"24,693","6,965","36,152","59,127","24,040","6,118","28,969","5,185",647,701,"3,837",141,1,140,"64,453","24,687","6,820","32,946","3,357",6,145,"3,206","26,177",6,"2,732","23,439","18,617",0,"2,075","16,542","4,062",0,511,"3,551",141,1,140,"22,820",0,"2,587","20,233","3,357",6,145,"3,206","41,633","24,687","4,233","12,713","40,510","24,040","4,043","12,427","1,123",647,190,286,"41,633","24,687","4,233","12,713",0,0,0,0,"11,996","11,567",429,"11,996",0,"5,873","3,587",141,"3,728","2,145","3,371","1,085",141,"1,226","2,145","2,502","2,502","2,502",0,"1,645",251,"1,316",238,329,13
NY-601,403,134,40,229,215,76,16,123,181,58,22,101,0,0,0,396,134,38,224,7,0,2,5,207,12,29,166,106,6,11,89,94,6,16,72,0,0,0,200,12,27,161,7,0,2,5,196,122,11,63,109,70,5,34,87,52,6,29,196,122,11,63,0,0,0,0,71,39,32,71,0,9,4,0,4,5,9,4,0,4,5,0,0,0,0,6,1,5,1,1,0
NY-602,421,98,42,281,250,76,20,154,49,22,8,19,0,0,0,299,98,28,173,122,0,14,108,281,13,32,236,149,13,13,123,10,0,5,5,0,0,0,159,13,18,128,122,0,14,108,140,85,10,45,101,63,7,31,39,22,3,14,140,85,10,45,0,0,0,0,47,32,15,47,0,84,38,0,38,46,71,25,0,25,46,13,13,13,0,18,1,7,1,11,0
NY-603,3207,"1,380",328,"1,499","2,553","1,167",246,"1,140",590,213,61,316,0,0,0,"3,143","1,380",307,"1,456",64,0,21,43,919,5,122,792,609,5,62,542,246,0,39,207,0,0,0,855,5,101,749,64,0,21,43,"2,288","1,375",206,707,"1,944","1,162",184,598,344,213,22,109,"2,288","1,375",206,707,0,0,0,0,916,813,103,916,0,367,355,0,355,12,111,99,0,99,12,256,256,256,0,174,9,167,9,7,0
NY-604,2138,784,255,"1,099",904,204,109,591,"1,214",580,142,492,0,0,0,"2,118",784,251,"1,083",20,0,4,16,804,9,100,695,564,7,57,500,220,2,39,179,0,0,0,784,9,96,679,20,0,4,16,"1,334",775,155,404,340,197,52,91,994,578,103,313,"1,334",775,155,404,0,0,0,0,467,119,348,467,0,205,193,0,193,12,200,188,0,188,12,5,5,5,0,183,13,180,13,3,0
NY-606,125,28,11,86,66,21,3,42,40,7,8,25,0,0,0,106,28,11,67,19,0,0,19,82,0,10,72,34,0,2,32,29,0,8,21,0,0,0,63,0,10,53,19,0,0,19,43,28,1,14,32,21,1,10,11,7,0,4,43,28,1,14,0,0,0,0,15,11,4,15,0,6,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
NY-607,131,34,15,82,130,34,15,81,0,0,0,0,0,0,0,130,34,15,81,1,0,0,1,72,0,12,60,71,0,12,59,0,0,0,0,0,0,0,71,0,12,59,1,0,0,1,59,34,3,22,59,34,3,22,0,0,0,0,59,34,3,22,0,0,0,0,23,23,0,23,0,15,15,0,15,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0
NY-608,341,108,51,182,260,86,41,133,44,12,10,22,0,0,0,304,98,51,155,37,10,0,27,165,11,24,130,113,7,16,90,29,4,8,17,0,0,0,142,11,24,107,23,0,0,23,176,97,27,52,147,79,25,43,15,8,2,5,162,87,27,48,14,10,0,4,63,52,7,59,4,36,20,0,20,16,33,17,0,17,16,3,3,3,0,16,3,8,3,8,0
OH-500,1043,192,104,747,733,172,72,489,293,20,32,241,0,0,0,"1,026",192,104,730,17,0,0,17,759,8,60,691,498,8,55,435,244,0,5,239,0,0,0,742,8,60,674,17,0,0,17,284,184,44,56,235,164,17,54,49,20,27,2,284,184,44,56,0,0,0,0,80,63,17,80,0,166,156,0,156,10,166,156,0,156,10,0,0,0,0,192,6,191,6,1,0
OH-501,809,204,51,554,498,99,33,366,291,105,18,168,11,0,11,800,204,51,545,9,0,0,9,483,0,29,454,335,0,22,313,128,0,7,121,11,0,11,474,0,29,445,9,0,0,9,326,204,22,100,163,99,11,53,163,105,11,47,326,204,22,100,0,0,0,0,112,55,57,112,0,107,92,11,103,4,104,89,11,100,4,3,3,3,0,51,3,48,3,3,0
